node,Lake McClure,Lake McClure
1994-04-01,197.45274379587556,197.45274379587556
1994-04-02,197.45274379587556,197.45274379587556
1994-04-03,197.45274379587556,197.45274379587556
1994-04-04,197.45274379587556,197.45274379587556
1994-04-05,197.45274379587556,197.45274379587556
1994-04-06,197.45274379587556,197.45274379587556
1994-04-07,197.45274379587556,197.45274379587556
1994-04-08,197.45274379587556,197.45274379587556
1994-04-09,197.45274379587556,197.45274379587556
1994-04-10,197.45274379587556,197.45274379587556
1994-04-11,197.45274379587556,197.45274379587556
1994-04-12,197.45274379587556,197.45274379587556
1994-04-13,197.45274379587556,197.45274379587556
1994-04-14,197.45274379587556,197.45274379587556
1994-04-15,197.45274379587556,197.45274379587556
1994-04-16,197.45274379587556,197.45274379587556
1994-04-17,197.45274379587556,197.45274379587556
1994-04-18,197.45274379587556,197.45274379587556
1994-04-19,197.45274379587556,197.45274379587556
1994-04-20,197.45274379587556,197.45274379587556
1994-04-21,197.45274379587556,197.45274379587556
1994-04-22,197.45274379587556,197.45274379587556
1994-04-23,197.45274379587556,197.45274379587556
1994-04-24,197.45274379587556,197.45274379587556
1994-04-25,197.45274379587556,197.45274379587556
1994-04-26,197.45274379587556,197.45274379587556
1994-04-27,197.45274379587556,197.45274379587556
1994-04-28,197.45274379587556,197.45274379587556
1994-04-29,197.45274379587556,197.45274379587556
1994-04-30,197.45274379587556,197.45274379587556
1994-05-01,197.45274379587556,197.45274379587556
1994-05-02,197.45274379587556,197.45274379587556
1994-05-03,197.45274379587556,197.45274379587556
1994-05-04,197.45274379587556,197.45274379587556
1994-05-05,197.45274379587556,197.45274379587556
1994-05-06,197.45274379587556,197.45274379587556
1994-05-07,197.45274379587556,197.45274379587556
1994-05-08,197.45274379587556,197.45274379587556
1994-05-09,197.45274379587556,197.45274379587556
1994-05-10,197.45274379587556,197.45274379587556
1994-05-11,197.45274379587556,197.45274379587556
1994-05-12,197.45274379587556,197.45274379587556
1994-05-13,197.45274379587556,197.45274379587556
1994-05-14,197.45274379587556,197.45274379587556
1994-05-15,197.45274379587556,197.45274379587556
1994-05-16,197.45274379587556,197.45274379587556
1994-05-17,197.45274379587556,197.45274379587556
1994-05-18,197.45274379587556,197.45274379587556
1994-05-19,197.45274379587556,197.45274379587556
1994-05-20,197.45274379587556,197.45274379587556
1994-05-21,197.45274379587556,197.45274379587556
1994-05-22,197.45274379587556,197.45274379587556
1994-05-23,197.45274379587556,197.45274379587556
1994-05-24,197.45274379587556,197.45274379587556
1994-05-25,197.45274379587556,197.45274379587556
1994-05-26,197.45274379587556,197.45274379587556
1994-05-27,197.45274379587556,197.45274379587556
1994-05-28,197.45274379587556,197.45274379587556
1994-05-29,197.45274379587556,197.45274379587556
1994-05-30,197.45274379587556,197.45274379587556
1994-05-31,197.45274379587556,197.45274379587556
1994-06-01,197.45274379587556,197.45274379587556
1994-06-02,197.45274379587556,197.45274379587556
1994-06-03,197.45274379587556,197.45274379587556
1994-06-04,197.45274379587556,197.45274379587556
1994-06-05,197.45274379587556,197.45274379587556
1994-06-06,197.45274379587556,197.45274379587556
1994-06-07,197.45274379587556,197.45274379587556
1994-06-08,197.45274379587556,197.45274379587556
1994-06-09,197.45274379587556,197.45274379587556
1994-06-10,197.45274379587556,197.45274379587556
1994-06-11,197.45274379587556,197.45274379587556
1994-06-12,197.45274379587556,197.45274379587556
1994-06-13,197.45274379587556,197.45274379587556
1994-06-14,197.45274379587556,197.45274379587556
1994-06-15,197.45274379587556,197.45274379587556
1994-06-16,197.45274379587556,197.45274379587556
1994-06-17,197.45274379587556,197.45274379587556
1994-06-18,197.45274379587556,197.45274379587556
1994-06-19,197.45274379587556,197.45274379587556
1994-06-20,197.45274379587556,197.45274379587556
1994-06-21,197.45274379587556,197.45274379587556
1994-06-22,197.45274379587556,197.45274379587556
1994-06-23,197.45274379587556,197.45274379587556
1994-06-24,197.45274379587556,197.45274379587556
1994-06-25,197.45274379587556,197.45274379587556
1994-06-26,197.45274379587556,197.45274379587556
1994-06-27,197.45274379587556,197.45274379587556
1994-06-28,197.45274379587556,197.45274379587556
1994-06-29,197.45274379587556,197.45274379587556
1994-06-30,197.45274379587556,197.45274379587556
1994-07-01,197.45274379587556,197.45274379587556
1994-07-02,197.45274379587556,197.45274379587556
1994-07-03,197.45274379587556,197.45274379587556
1994-07-04,197.45274379587556,197.45274379587556
1994-07-05,197.45274379587556,197.45274379587556
1994-07-06,197.45274379587556,197.45274379587556
1994-07-07,197.45274379587556,197.45274379587556
1994-07-08,197.45274379587556,197.45274379587556
1994-07-09,197.45274379587556,197.45274379587556
1994-07-10,197.45274379587556,197.45274379587556
1994-07-11,197.45274379587556,197.45274379587556
1994-07-12,197.45274379587556,197.45274379587556
1994-07-13,197.45274379587556,197.45274379587556
1994-07-14,197.45274379587556,197.45274379587556
1994-07-15,197.45274379587556,197.45274379587556
1994-07-16,197.45274379587556,197.45274379587556
1994-07-17,197.45274379587556,197.45274379587556
1994-07-18,197.45274379587556,197.45274379587556
1994-07-19,197.45274379587556,197.45274379587556
1994-07-20,197.45274379587556,197.45274379587556
1994-07-21,197.45274379587556,197.45274379587556
1994-07-22,197.45274379587556,197.45274379587556
1994-07-23,197.45274379587556,197.45274379587556
1994-07-24,197.45274379587556,197.45274379587556
1994-07-25,197.45274379587556,197.45274379587556
1994-07-26,197.45274379587556,197.45274379587556
1994-07-27,197.45274379587556,197.45274379587556
1994-07-28,197.45274379587556,197.45274379587556
1994-07-29,197.45274379587556,197.45274379587556
1994-07-30,197.45274379587556,197.45274379587556
1994-07-31,197.45274379587556,197.45274379587556
1994-08-01,197.45274379587556,197.45274379587556
1994-08-02,197.45274379587556,197.45274379587556
1994-08-03,197.45274379587556,197.45274379587556
1994-08-04,197.45274379587556,197.45274379587556
1994-08-05,197.45274379587556,197.45274379587556
1994-08-06,197.45274379587556,197.45274379587556
1994-08-07,197.45274379587556,197.45274379587556
1994-08-08,197.45274379587556,197.45274379587556
1994-08-09,197.45274379587556,197.45274379587556
1994-08-10,197.45274379587556,197.45274379587556
1994-08-11,197.45274379587556,197.45274379587556
1994-08-12,197.45274379587556,197.45274379587556
1994-08-13,197.45274379587556,197.45274379587556
1994-08-14,197.45274379587556,197.45274379587556
1994-08-15,197.45274379587556,197.45274379587556
1994-08-16,197.45274379587556,197.45274379587556
1994-08-17,197.45274379587556,197.45274379587556
1994-08-18,197.45274379587556,197.45274379587556
1994-08-19,197.45274379587556,197.45274379587556
1994-08-20,197.45274379587556,197.45274379587556
1994-08-21,197.45274379587556,197.45274379587556
1994-08-22,197.45274379587556,197.45274379587556
1994-08-23,197.45274379587556,197.45274379587556
1994-08-24,197.45274379587556,197.45274379587556
1994-08-25,197.45274379587556,197.45274379587556
1994-08-26,197.45274379587556,197.45274379587556
1994-08-27,197.45274379587556,197.45274379587556
1994-08-28,197.45274379587556,197.45274379587556
1994-08-29,197.45274379587556,197.45274379587556
1994-08-30,197.45274379587556,197.45274379587556
1994-08-31,197.45274379587556,197.45274379587556
1994-09-01,197.45274379587556,197.45274379587556
1994-09-02,197.45274379587556,197.45274379587556
1994-09-03,197.45274379587556,197.45274379587556
1994-09-04,197.45274379587556,197.45274379587556
1994-09-05,197.45274379587556,197.45274379587556
1994-09-06,197.45274379587556,197.45274379587556
1994-09-07,197.45274379587556,197.45274379587556
1994-09-08,197.45274379587556,197.45274379587556
1994-09-09,197.45274379587556,197.45274379587556
1994-09-10,197.45274379587556,197.45274379587556
1994-09-11,197.45274379587556,197.45274379587556
1994-09-12,197.45274379587556,197.45274379587556
1994-09-13,197.45274379587556,197.45274379587556
1994-09-14,197.45274379587556,197.45274379587556
1994-09-15,197.45274379587556,197.45274379587556
1994-09-16,197.45274379587556,197.45274379587556
1994-09-17,197.45274379587556,197.45274379587556
1994-09-18,197.45274379587556,197.45274379587556
1994-09-19,197.45274379587556,197.45274379587556
1994-09-20,197.45274379587556,197.45274379587556
1994-09-21,197.45274379587556,197.45274379587556
1994-09-22,197.45274379587556,197.45274379587556
1994-09-23,197.45274379587556,197.45274379587556
1994-09-24,197.45274379587556,197.45274379587556
1994-09-25,197.45274379587556,197.45274379587556
1994-09-26,197.45274379587556,197.45274379587556
1994-09-27,197.45274379587556,197.45274379587556
1994-09-28,197.45274379587556,197.45274379587556
1994-09-29,197.45274379587556,197.45274379587556
1994-09-30,197.45274379587556,197.45274379587556
1994-10-01,197.45274379587556,197.45274379587556
1994-10-02,197.45274379587556,197.45274379587556
1994-10-03,197.45274379587556,197.45274379587556
1994-10-04,197.45274379587556,197.45274379587556
1994-10-05,197.45274379587556,197.45274379587556
1994-10-06,197.45274379587556,197.45274379587556
1994-10-07,197.45274379587556,197.45274379587556
1994-10-08,197.45274379587556,197.45274379587556
1994-10-09,197.45274379587556,197.45274379587556
1994-10-10,197.45274379587556,197.45274379587556
1994-10-11,197.45274379587556,197.45274379587556
1994-10-12,197.45274379587556,197.45274379587556
1994-10-13,197.45274379587556,197.45274379587556
1994-10-14,197.45274379587556,197.45274379587556
1994-10-15,197.45274379587556,197.45274379587556
1994-10-16,197.45274379587556,197.45274379587556
1994-10-17,197.45274379587556,197.45274379587556
1994-10-18,197.45274379587556,197.45274379587556
1994-10-19,197.45274379587556,197.45274379587556
1994-10-20,197.45274379587556,197.45274379587556
1994-10-21,197.45274379587556,197.45274379587556
1994-10-22,197.45274379587556,197.45274379587556
1994-10-23,197.45274379587556,197.45274379587556
1994-10-24,197.45274379587556,197.45274379587556
1994-10-25,197.45274379587556,197.45274379587556
1994-10-26,197.45274379587556,197.45274379587556
1994-10-27,197.45274379587556,197.45274379587556
1994-10-28,197.45274379587556,197.45274379587556
1994-10-29,197.45274379587556,197.45274379587556
1994-10-30,197.45274379587556,197.45274379587556
1994-10-31,197.45274379587556,197.45274379587556
1994-11-01,197.45274379587556,197.45274379587556
1994-11-02,197.45274379587556,197.45274379587556
1994-11-03,197.45274379587556,197.45274379587556
1994-11-04,197.45274379587556,197.45274379587556
1994-11-05,197.45274379587556,197.45274379587556
1994-11-06,197.45274379587556,197.45274379587556
1994-11-07,197.45274379587556,197.45274379587556
1994-11-08,197.45274379587556,197.45274379587556
1994-11-09,197.45274379587556,197.45274379587556
1994-11-10,197.45274379587556,197.45274379587556
1994-11-11,197.45274379587556,197.45274379587556
1994-11-12,197.45274379587556,197.45274379587556
1994-11-13,197.45274379587556,197.45274379587556
1994-11-14,197.45274379587556,197.45274379587556
1994-11-15,197.45274379587556,197.45274379587556
1994-11-16,197.45274379587556,197.45274379587556
1994-11-17,197.45274379587556,197.45274379587556
1994-11-18,197.45274379587556,197.45274379587556
1994-11-19,197.45274379587556,197.45274379587556
1994-11-20,197.45274379587556,197.45274379587556
1994-11-21,197.45274379587556,197.45274379587556
1994-11-22,197.45274379587556,197.45274379587556
1994-11-23,197.45274379587556,197.45274379587556
1994-11-24,197.45274379587556,197.45274379587556
1994-11-25,197.45274379587556,197.45274379587556
1994-11-26,197.45274379587556,197.45274379587556
1994-11-27,197.45274379587556,197.45274379587556
1994-11-28,197.45274379587556,197.45274379587556
1994-11-29,197.45274379587556,197.45274379587556
1994-11-30,197.45274379587556,197.45274379587556
1994-12-01,197.45274379587556,197.45274379587556
1994-12-02,197.45274379587556,197.45274379587556
1994-12-03,197.45274379587556,197.45274379587556
1994-12-04,197.45274379587556,197.45274379587556
1994-12-05,197.45274379587556,197.45274379587556
1994-12-06,197.45274379587556,197.45274379587556
1994-12-07,197.45274379587556,197.45274379587556
1994-12-08,197.45274379587556,197.45274379587556
1994-12-09,197.45274379587556,197.45274379587556
1994-12-10,197.45274379587556,197.45274379587556
1994-12-11,197.45274379587556,197.45274379587556
1994-12-12,197.45274379587556,197.45274379587556
1994-12-13,197.45274379587556,197.45274379587556
1994-12-14,197.45274379587556,197.45274379587556
1994-12-15,197.45274379587556,197.45274379587556
1994-12-16,197.45274379587556,197.45274379587556
1994-12-17,197.45274379587556,197.45274379587556
1994-12-18,197.45274379587556,197.45274379587556
1994-12-19,197.45274379587556,197.45274379587556
1994-12-20,197.45274379587556,197.45274379587556
1994-12-21,197.45274379587556,197.45274379587556
1994-12-22,197.45274379587556,197.45274379587556
1994-12-23,197.45274379587556,197.45274379587556
1994-12-24,197.45274379587556,197.45274379587556
1994-12-25,197.45274379587556,197.45274379587556
1994-12-26,197.45274379587556,197.45274379587556
1994-12-27,197.45274379587556,197.45274379587556
1994-12-28,197.45274379587556,197.45274379587556
1994-12-29,197.45274379587556,197.45274379587556
1994-12-30,197.45274379587556,197.45274379587556
1994-12-31,197.45274379587556,197.45274379587556
1995-01-01,197.45274379587556,197.45274379587556
1995-01-02,197.45274379587556,197.45274379587556
1995-01-03,197.45274379587556,197.45274379587556
1995-01-04,197.45274379587556,197.45274379587556
1995-01-05,197.45274379587556,197.45274379587556
1995-01-06,197.45274379587556,197.45274379587556
1995-01-07,197.45274379587556,197.45274379587556
1995-01-08,197.45274379587556,197.45274379587556
1995-01-09,197.45274379587556,197.45274379587556
1995-01-10,197.45274379587556,197.45274379587556
1995-01-11,197.9445960211306,197.9445960211306
1995-01-12,197.82028307829086,197.82028307829086
1995-01-13,197.68594998554696,197.68594998554696
1995-01-14,197.6084563290987,197.6084563290987
1995-01-15,198.42529022819465,198.42529022819465
1995-01-16,198.95504245423044,198.95504245423044
1995-01-17,198.92581216628415,198.92581216628415
1995-01-18,198.72790531698828,198.72790531698828
1995-01-19,198.53101714946823,198.53101714946823
1995-01-20,198.32359898183014,198.32359898183014
1995-01-21,198.09476069608007,198.09476069608007
1995-01-22,197.8349765306685,197.8349765306685
1995-01-23,197.71471076235628,197.71471076235628
1995-01-24,197.75549227010924,197.75549227010924
1995-01-25,198.25074781109467,198.25074781109467
1995-01-26,198.78987558890142,198.78987558890142
1995-01-27,199.3662648542841,199.3662648542841
1995-01-28,199.81723323726138,199.81723323726138
1995-01-29,199.8451885057666,199.8451885057666
1995-01-30,199.82328034742116,199.82328034742116
1995-01-31,199.79647612761005,199.79647612761005
1995-02-01,199.76092591049846,199.76092591049846
1995-02-02,199.63038305471787,199.63038305471787
1995-02-03,199.48224478011778,199.48224478011778
1995-02-04,199.31647371271387,199.31647371271387
1995-02-05,199.12857002197492,199.12857002197492
1995-02-06,198.8986380837649,198.8986380837649
1995-02-07,198.6344782112686,198.6344782112686
1995-02-08,198.30075319969242,198.30075319969242
1995-02-09,197.91225980978396,197.91225980978396
1995-02-10,197.4684778844771,197.4684778844771
1995-02-11,197.45274379587556,197.45274379587556
1995-02-12,197.45274379587556,197.45274379587556
1995-02-13,197.45274379587556,197.45274379587556
1995-02-14,197.45274379587556,197.45274379587556
1995-02-15,197.45274379587556,197.45274379587556
1995-02-16,197.45274379587556,197.45274379587556
1995-02-17,197.45274379587556,197.45274379587556
1995-02-18,197.45274379587556,197.45274379587556
1995-02-19,197.45274379587556,197.45274379587556
1995-02-20,197.45274379587556,197.45274379587556
1995-02-21,197.45274379587556,197.45274379587556
1995-02-22,197.45274379587556,197.45274379587556
1995-02-23,197.45274379587556,197.45274379587556
1995-02-24,197.45274379587556,197.45274379587556
1995-02-25,197.45274379587556,197.45274379587556
1995-02-26,197.45274379587556,197.45274379587556
1995-02-27,197.45274379587556,197.45274379587556
1995-02-28,197.45274379587556,197.45274379587556
1995-03-01,197.45274379587556,197.45274379587556
1995-03-02,197.45274379587556,197.45274379587556
1995-03-03,197.45274379587556,197.45274379587556
1995-03-04,197.45274379587556,197.45274379587556
1995-03-05,197.45274379587556,197.45274379587556
1995-03-06,197.45274379587556,197.45274379587556
1995-03-07,197.45274379587556,197.45274379587556
1995-03-08,197.45274379587556,197.45274379587556
1995-03-09,197.45274379587556,197.45274379587556
1995-03-10,199.8327091827696,199.8327091827696
1995-03-11,207.04986514832797,207.04986514832797
1995-03-12,210.2065603915356,210.2065603915356
1995-03-13,210.75605635487636,210.75605635487636
1995-03-14,210.93205012994594,210.93205012994594
1995-03-15,211.04562669466378,211.04562669466378
1995-03-16,211.155225518889,211.155225518889
1995-03-17,211.27874523577663,211.27874523577663
1995-03-18,211.37138778359727,211.37138778359727
1995-03-19,211.4843325725286,211.4843325725286
1995-03-20,211.6992747238935,211.6992747238935
1995-03-21,212.23829585675347,212.23829585675347
1995-03-22,212.75142138592662,212.75142138592662
1995-03-23,213.41691179764652,213.41691179764652
1995-03-24,214.6585921401088,214.6585921401088
1995-03-25,214.8410159482729,214.8410159482729
1995-03-26,214.97113955567912,214.97113955567912
1995-03-27,215.09960286877435,215.09960286877435
1995-03-28,215.2138638737199,215.2138638737199
1995-03-29,215.3181398721302,215.3181398721302
1995-03-30,215.38784657969822,215.38784657969822
1995-03-31,215.41700752188754,215.41700752188754
1995-04-01,215.40437474046058,215.40437474046058
1995-04-02,215.52188502954755,215.52188502954755
1995-04-03,215.62854163031122,215.62854163031122
1995-04-04,215.74424876119903,215.74424876119903
1995-04-05,215.85397073510987,215.85397073510987
1995-04-06,215.98669923546615,215.98669923546615
1995-04-07,215.97668635722871,215.97668635722871
1995-04-08,216.03047860596308,216.03047860596308
1995-04-09,215.91558742257067,215.91558742257067
1995-04-10,215.7051788783699,215.7051788783699
1995-04-11,215.4798003035989,215.4798003035989
1995-04-12,215.27173229241623,215.27173229241623
1995-04-13,215.13013396323552,215.13013396323552
1995-04-14,214.91817071676695,214.91817071676695
1995-04-15,214.65502873359503,214.65502873359503
1995-04-16,214.33946554025155,214.33946554025155
1995-04-17,214.01480391004043,214.01480391004043
1995-04-18,213.68361659691746,213.68361659691746
1995-04-19,213.33780081371498,213.33780081371498
1995-04-20,212.98212041116483,212.98212041116483
1995-04-21,212.6028649068665,212.6028649068665
1995-04-22,212.18971746366236,212.18971746366236
1995-04-23,211.74844539365242,211.74844539365242
1995-04-24,211.32847829983785,211.32847829983785
1995-04-25,210.97214569502947,210.97214569502947
1995-04-26,210.67146510430416,210.67146510430416
1995-04-27,210.46013754750257,210.46013754750257
1995-04-28,210.37869109978058,210.37869109978058
1995-04-29,210.366743428941,210.366743428941
1995-04-30,211.24365668371394,211.24365668371394
1995-05-01,213.11223843635008,213.11223843635008
1995-05-02,214.84207273362316,214.84207273362316
1995-05-03,215.26198014317777,215.26198014317777
1995-05-04,215.41996789008385,215.41996789008385
1995-05-05,215.62494844230497,215.62494844230497
1995-05-06,215.77895589632428,215.77895589632428
1995-05-07,215.83604034308505,215.83604034308505
1995-05-08,215.8649574594132,215.8649574594132
1995-05-09,215.87924386193637,215.87924386193637
1995-05-10,215.90870543370963,215.90870543370963
1995-05-11,215.93695928732254,215.93695928732254
1995-05-12,215.96141703273403,215.96141703273403
1995-05-13,215.97718699279503,215.97718699279503
1995-05-14,215.96976637419672,215.96976637419672
1995-05-15,215.85597257357963,215.85597257357963
1995-05-16,215.7479408103083,215.7479408103083
1995-05-17,215.5874033366482,215.5874033366482
1995-05-18,215.4716381594652,215.4716381594652
1995-05-19,215.39836509129492,215.39836509129492
1995-05-20,215.4924468594091,215.4924468594091
1995-05-21,215.82256113317263,215.82256113317263
1995-05-22,216.1163008532835,216.1163008532835
1995-05-23,216.42152746956566,216.42152746956566
1995-05-24,216.51496743543922,216.51496743543922
1995-05-25,216.53189172505628,216.53189172505628
1995-05-26,216.64861733794038,216.64861733794038
1995-05-27,216.69406205150668,216.69406205150668
1995-05-28,216.82870712549976,216.82870712549976
1995-05-29,217.0424113187608,217.0424113187608
1995-05-30,217.46584693352804,217.46584693352804
1995-05-31,218.1236960680704,218.1236960680704
1995-06-01,219.11753673334772,219.11753673334772
1995-06-02,219.84613078732175,219.84613078732175
1995-06-03,220.1090799765349,220.1090799765349
1995-06-04,220.5444310438376,220.5444310438376
1995-06-05,221.04168439980413,221.04168439980413
1995-06-06,221.41876820044365,221.41876820044365
1995-06-07,221.3140332511014,221.3140332511014
1995-06-08,221.05518303472425,221.05518303472425
1995-06-09,220.7871350202805,220.7871350202805
1995-06-10,220.58944553599613,220.58944553599613
1995-06-11,220.54078244187087,220.54078244187087
1995-06-12,220.72465347345775,220.72465347345775
1995-06-13,221.19326792876316,221.19326792876316
1995-06-14,221.86934590204177,221.86934590204177
1995-06-15,222.2017955957345,222.2017955957345
1995-06-16,222.29871469438902,222.29871469438902
1995-06-17,222.1750901667721,222.1750901667721
1995-06-18,221.8985269475322,221.8985269475322
1995-06-19,221.71984639166897,221.71984639166897
1995-06-20,221.62469482393666,221.62469482393666
1995-06-21,221.60284788190333,221.60284788190333
1995-06-22,221.84367027421942,221.84367027421942
1995-06-23,222.43604670356416,222.43604670356416
1995-06-24,223.29282560244886,223.29282560244886
1995-06-25,224.66084618951427,224.66084618951427
1995-06-26,226.00662948831953,226.00662948831953
1995-06-27,227.56541924649449,227.56541924649449
1995-06-28,229.2807240827001,229.2807240827001
1995-06-29,230.57327104964378,230.57327104964378
1995-06-30,231.68710986983015,231.68710986983015
1995-07-01,232.6130105308306,232.6130105308306
1995-07-02,233.0273271532486,233.0273271532486
1995-07-03,233.44110747389047,233.44110747389047
1995-07-04,233.835751380466,233.835751380466
1995-07-05,234.2703924219795,234.2703924219795
1995-07-06,234.81148886819497,234.81148886819497
1995-07-07,235.22374192470537,235.22374192470537
1995-07-08,235.58693176223144,235.58693176223144
1995-07-09,235.88860110874066,235.88860110874066
1995-07-10,236.1476067616821,236.1476067616821
1995-07-11,236.34186587920698,236.34186587920698
1995-07-12,236.4430591767768,236.4430591767768
1995-07-13,236.4460247765999,236.4460247765999
1995-07-14,236.4515793853322,236.4515793853322
1995-07-15,236.49731732219897,236.49731732219897
1995-07-16,236.70785838657406,236.70785838657406
1995-07-17,236.96817739779968,236.96817739779968
1995-07-18,237.07787146076555,237.07787146076555
1995-07-19,237.00915835756433,237.00915835756433
1995-07-20,236.9864703920263,236.9864703920263
1995-07-21,236.9484844165154,236.9484844165154
1995-07-22,236.90151779566386,236.90151779566386
1995-07-23,236.81359246864534,236.81359246864534
1995-07-24,236.71047043524086,236.71047043524086
1995-07-25,236.60254759138428,236.60254759138428
1995-07-26,236.45370235836558,236.45370235836558
1995-07-27,236.31616253220452,236.31616253220452
1995-07-28,236.22197398580437,236.22197398580437
1995-07-29,236.12415333438062,236.12415333438062
1995-07-30,235.98595454080865,235.98595454080865
1995-07-31,235.77663591356588,235.77663591356588
1995-08-01,235.56365386854281,235.56365386854281
1995-08-02,235.39567523401269,235.39567523401269
1995-08-03,235.21221883710982,235.21221883710982
1995-08-04,234.9951746971257,234.9951746971257
1995-08-05,234.72948656667452,234.72948656667452
1995-08-06,234.4499596676902,234.4499596676902
1995-08-07,234.14203091387643,234.14203091387643
1995-08-08,233.79573126833301,233.79573126833301
1995-08-09,233.4254179309973,233.4254179309973
1995-08-10,233.0356076848153,233.0356076848153
1995-08-11,232.6301469493506,232.6301469493506
1995-08-12,232.16768279994352,232.16768279994352
1995-08-13,231.69153731174683,231.69153731174683
1995-08-14,231.21388268078852,231.21388268078852
1995-08-15,230.72454603393726,230.72454603393726
1995-08-16,230.2314966879899,230.2314966879899
1995-08-17,229.70296363859796,229.70296363859796
1995-08-18,229.14713896378615,229.14713896378615
1995-08-19,228.55145132071323,228.55145132071323
1995-08-20,227.97730364511867,227.97730364511867
1995-08-21,227.40483733968037,227.40483733968037
1995-08-22,226.84970471269864,226.84970471269864
1995-08-23,226.2821064464167,226.2821064464167
1995-08-24,225.7062725163304,225.7062725163304
1995-08-25,225.07174660723214,225.07174660723214
1995-08-26,224.4048199055655,224.4048199055655
1995-08-27,223.71518784576577,223.71518784576577
1995-08-28,223.02129380016794,223.02129380016794
1995-08-29,222.33359364500208,222.33359364500208
1995-08-30,221.63375132734518,221.63375132734518
1995-08-31,220.93558378915353,220.93558378915353
1995-09-01,220.24246622710893,220.24246622710893
1995-09-02,219.60482668417677,219.60482668417677
1995-09-03,218.98064129134315,218.98064129134315
1995-09-04,218.35390179788521,218.35390179788521
1995-09-05,217.7100916702119,217.7100916702119
1995-09-06,217.0474648191133,217.0474648191133
1995-09-07,216.39760964168556,216.39760964168556
1995-09-08,215.72597635343408,215.72597635343408
1995-09-09,215.00134724730387,215.00134724730387
1995-09-10,214.2654067083431,214.2654067083431
1995-09-11,213.51011799591308,213.51011799591308
1995-09-12,212.75919839607712,212.75919839607712
1995-09-13,212.01505549884317,212.01505549884317
1995-09-14,211.26581639078134,211.26581639078134
1995-09-15,210.48865735432312,210.48865735432312
1995-09-16,209.65949431934325,209.65949431934325
1995-09-17,208.81558779396957,208.81558779396957
1995-09-18,207.95568044670895,207.95568044670895
1995-09-19,207.09872609440623,207.09872609440623
1995-09-20,206.25556065304644,206.25556065304644
1995-09-21,205.4117715985936,205.4117715985936
1995-09-22,204.55868504333526,204.55868504333526
1995-09-23,203.6915654325295,203.6915654325295
1995-09-24,202.8075569961534,202.8075569961534
1995-09-25,201.91914205176892,201.91914205176892
1995-09-26,201.02945891468804,201.02945891468804
1995-09-27,200.13755940255166,200.13755940255166
1995-09-28,199.24503326297415,199.24503326297415
1995-09-29,198.35142476349344,198.35142476349344
1995-09-30,197.4561038922057,197.4561038922057
1995-10-01,197.45274379587556,197.45274379587556
1995-10-02,197.45274379587556,197.45274379587556
1995-10-03,197.45274379587556,197.45274379587556
1995-10-04,197.45274379587556,197.45274379587556
1995-10-05,197.45274379587556,197.45274379587556
1995-10-06,197.45274379587556,197.45274379587556
1995-10-07,197.45274379587556,197.45274379587556
1995-10-08,197.45274379587556,197.45274379587556
1995-10-09,197.45274379587556,197.45274379587556
1995-10-10,197.45274379587556,197.45274379587556
1995-10-11,197.45274379587556,197.45274379587556
1995-10-12,197.45274379587556,197.45274379587556
1995-10-13,197.45274379587556,197.45274379587556
1995-10-14,197.45274379587556,197.45274379587556
1995-10-15,197.45274379587556,197.45274379587556
1995-10-16,197.45274379587556,197.45274379587556
1995-10-17,197.45274379587556,197.45274379587556
1995-10-18,197.45274379587556,197.45274379587556
1995-10-19,197.45274379587556,197.45274379587556
1995-10-20,197.45274379587556,197.45274379587556
1995-10-21,197.45274379587556,197.45274379587556
1995-10-22,197.45274379587556,197.45274379587556
1995-10-23,197.45274379587556,197.45274379587556
1995-10-24,197.45274379587556,197.45274379587556
1995-10-25,197.45274379587556,197.45274379587556
1995-10-26,197.45274379587556,197.45274379587556
1995-10-27,197.45274379587556,197.45274379587556
1995-10-28,197.45274379587556,197.45274379587556
1995-10-29,197.45274379587556,197.45274379587556
1995-10-30,197.45274379587556,197.45274379587556
1995-10-31,197.45274379587556,197.45274379587556
1995-11-01,197.45274379587556,197.45274379587556
1995-11-02,197.45274379587556,197.45274379587556
1995-11-03,197.45274379587556,197.45274379587556
1995-11-04,197.45274379587556,197.45274379587556
1995-11-05,197.45274379587556,197.45274379587556
1995-11-06,197.45274379587556,197.45274379587556
1995-11-07,197.45274379587556,197.45274379587556
1995-11-08,197.45274379587556,197.45274379587556
1995-11-09,197.45274379587556,197.45274379587556
1995-11-10,197.45274379587556,197.45274379587556
1995-11-11,197.45274379587556,197.45274379587556
1995-11-12,197.45274379587556,197.45274379587556
1995-11-13,197.45274379587556,197.45274379587556
1995-11-14,197.45274379587556,197.45274379587556
1995-11-15,197.45274379587556,197.45274379587556
1995-11-16,197.45274379587556,197.45274379587556
1995-11-17,197.45274379587556,197.45274379587556
1995-11-18,197.45274379587556,197.45274379587556
1995-11-19,197.45274379587556,197.45274379587556
1995-11-20,197.45274379587556,197.45274379587556
1995-11-21,197.45274379587556,197.45274379587556
1995-11-22,197.45274379587556,197.45274379587556
1995-11-23,197.45274379587556,197.45274379587556
1995-11-24,197.45274379587556,197.45274379587556
1995-11-25,197.45274379587556,197.45274379587556
1995-11-26,197.45274379587556,197.45274379587556
1995-11-27,197.45274379587556,197.45274379587556
1995-11-28,197.45274379587556,197.45274379587556
1995-11-29,197.45274379587556,197.45274379587556
